coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[-59.207546548421625, -24.575811715435442]","Forest fires in Argentina, Paraguay","Forest fires in Argentina, Paraguay","Green Forest fires in Argentina, Paraguay from: 28 Sep 2023 to: 03 Oct 2023.",Green,1,Green,0.5,"Argentina, Paraguay",2023-09-28T00:00:00,2023-10-03T00:00:00,6592.0,Green impact for forestfire in 6592 ha,GWIS,ARG,WF,WF 1017652,1 in the burned area,"Argentina, Paraguay",28 Sep 2023  - 03 Oct 2023 ,5,6592 ha
"[137.67660809536227, -18.432348330074838]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-03T00:00:00,7661.0,Green impact for forestfire in 7661 ha,GWIS,AUS,WF,WF 1017578,0 in the burned area,Australia,28 Sep 2023  - 03 Oct 2023 ,5,7661 ha
"[114.58757897661211, -2.526248677351756]",Forest fires in Indonesia,Forest fires in Indonesia,Green Forest fires in Indonesia from: 19 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Indonesia,2023-09-19T00:00:00,2023-10-03T00:00:00,5601.0,Green impact for forestfire in 5601 ha,GWIS,IDN,WF,WF 1017584,0 in the burned area,Indonesia,19 Sep 2023  - 03 Oct 2023 ,14,5601 ha
"[137.48895298564602, -18.419312371085358]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-03T00:00:00,8069.0,Green impact for forestfire in 8069 ha,GWIS,AUS,WF,WF 1017604,0 in the burned area,Australia,30 Sep 2023  - 03 Oct 2023 ,3,8069 ha
"[-55.06171648634691, -17.362864363151992]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 24 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-24T00:00:00,2023-10-03T00:00:00,5820.0,Green impact for forestfire in 5820 ha,GWIS,BRA,WF,WF 1017611,0 in the burned area,Brazil,24 Sep 2023  - 03 Oct 2023 ,9,5820 ha
"[130.65696365933803, -16.167655003495966]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-26T00:00:00,2023-10-03T00:00:00,11010.0,Green impact for forestfire in 11010 ha,GWIS,AUS,WF,WF 1017581,0 in the burned area,Australia,26 Sep 2023  - 03 Oct 2023 ,7,11010 ha
"[22.90065160051033, -17.48974845065265]",Forest fires in Angola,Forest fires in Angola,Green Forest fires in Angola from: 24 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Angola,2023-09-24T00:00:00,2023-10-03T00:00:00,7298.0,Green impact for forestfire in 7298 ha,GWIS,AGO,WF,WF 1017582,0 in the burned area,Angola,24 Sep 2023  - 03 Oct 2023 ,9,7298 ha
"[132.32079727545113, -23.660963345305674]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-24T00:00:00,2023-10-03T00:00:00,16538.0,Green impact for forestfire in 16538 ha,GWIS,AUS,WF,WF 1017549,0 in the burned area,Australia,24 Sep 2023  - 03 Oct 2023 ,9,16538 ha
"[-66.04346939691268, -14.33631089796182]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 30 Oct 2023 to: 13 Nov 2023.,Green,1,Green,0.5,Bolivia,2023-10-30T00:00:00,2023-11-13T00:00:00,9937.0,Green impact for forestfire in 9937 ha,GWIS,BOL,WF,WF 1018356,0 in the burned area,Bolivia,30 Oct 2023  - 13 Nov 2023 ,14,9937 ha
"[-51.14054942044884, 3.53348395225945]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Oct 2023 to: 12 Nov 2023.,Green,1,Green,0.5,Brazil,2023-10-28T00:00:00,2023-11-12T00:00:00,9988.0,Green impact for forestfire in 9988 ha,GWIS,BRA,WF,WF 1018412,0 in the burned area,Brazil,28 Oct 2023  - 12 Nov 2023 ,15,9988 ha
"[138.82999100995778, -19.86533769797073]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Oct 2023 to: 08 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-30T00:00:00,2023-11-08T00:00:00,5821.0,Green impact for forestfire in 5821 ha,GWIS,AUS,WF,WF 1018411,0 in the burned area,Australia,30 Oct 2023  - 08 Nov 2023 ,9,5821 ha
"[141.96191029547023, -19.334313905865088]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Oct 2023 to: 06 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-29T00:00:00,2023-11-06T00:00:00,9928.0,Green impact for forestfire in 9928 ha,GWIS,AUS,WF,WF 1018358,0 in the burned area,Australia,29 Oct 2023  - 06 Nov 2023 ,8,9928 ha
"[142.0966248742233, -19.37276406344976]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Oct 2023 to: 06 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-23T00:00:00,2023-11-06T00:00:00,70037.0,Green impact for forestfire in 70037 ha,GWIS,AUS,WF,WF 1018157,0 in the burned area,Australia,23 Oct 2023  - 06 Nov 2023 ,14,70037 ha
"[117.02103476172545, -21.94666150442576]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Oct 2023 to: 05 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-30T00:00:00,2023-11-05T00:00:00,6452.0,Green impact for forestfire in 6452 ha,GWIS,AUS,WF,WF 1018357,0 in the burned area,Australia,30 Oct 2023  - 05 Nov 2023 ,6,6452 ha
"[142.5564850535323, -13.535402814668224]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 20 Oct 2023 to: 04 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-20T00:00:00,2023-11-04T00:00:00,8435.0,Green impact for forestfire in 8435 ha,GWIS,AUS,WF,WF 1018295,0 in the burned area,Australia,20 Oct 2023  - 04 Nov 2023 ,15,8435 ha
"[139.1919174404957, -20.154257305501435]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 19 Oct 2023 to: 03 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-19T00:00:00,2023-11-03T00:00:00,102753.0,Green impact for forestfire in 102753 ha,GWIS,AUS,WF,WF 1018042,8 in the burned area,Australia,19 Oct 2023  - 03 Nov 2023 ,15,102753 ha
"[126.3735690929151, -20.2350675883148]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 03 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-03T00:00:00,10060.0,Green impact for forestfire in 10060 ha,GWIS,AUS,WF,WF 1018292,0 in the burned area,Australia,25 Oct 2023  - 03 Nov 2023 ,9,10060 ha
"[117.08117104589081, -21.991555891615562]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Oct 2023 to: 03 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-29T00:00:00,2023-11-03T00:00:00,15415.0,Green impact for forestfire in 15415 ha,GWIS,AUS,WF,WF 1018284,0 in the burned area,Australia,29 Oct 2023  - 03 Nov 2023 ,5,15415 ha
"[126.4370219334712, -20.761924939130246]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Oct 2023 to: 03 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-24T00:00:00,2023-11-03T00:00:00,27699.0,Green impact for forestfire in 27699 ha,GWIS,AUS,WF,WF 1018267,0 in the burned area,Australia,24 Oct 2023  - 03 Nov 2023 ,10,27699 ha
"[131.1996459927897, -17.95944156172518]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-24T00:00:00,2023-11-02T00:00:00,8301.0,Green impact for forestfire in 8301 ha,GWIS,AUS,WF,WF 1018263,0 in the burned area,Australia,24 Oct 2023  - 02 Nov 2023 ,9,8301 ha
"[126.8197118804972, -18.43652883261803]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-02T00:00:00,9027.0,Green impact for forestfire in 9027 ha,GWIS,AUS,WF,WF 1018257,0 in the burned area,Australia,25 Oct 2023  - 02 Nov 2023 ,8,9027 ha
"[131.7193746386118, -19.60116402115597]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-28T00:00:00,2023-11-02T00:00:00,7390.0,Green impact for forestfire in 7390 ha,GWIS,AUS,WF,WF 1018285,0 in the burned area,Australia,28 Oct 2023  - 02 Nov 2023 ,5,7390 ha
"[151.96126909388553, -28.42994812768826]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 31 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-31T00:00:00,2023-11-02T00:00:00,9246.0,Green impact for forestfire in 9246 ha,GWIS,AUS,WF,WF 1018296,51 in the burned area,Australia,31 Oct 2023  - 02 Nov 2023 ,2,9246 ha
"[152.01067723618908, -29.383577304223742]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-27T00:00:00,2023-11-02T00:00:00,5555.0,Green impact for forestfire in 5555 ha,GWIS,AUS,WF,WF 1018303,5 in the burned area,Australia,27 Oct 2023  - 02 Nov 2023 ,6,5555 ha
"[151.8398140313866, -28.994669222570778]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-02T00:00:00,5962.0,Green impact for forestfire in 5962 ha,GWIS,AUS,WF,WF 1018304,8 in the burned area,Australia,26 Oct 2023  - 02 Nov 2023 ,7,5962 ha
"[151.83791055714215, -29.075038996187935]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-02T00:00:00,7563.0,Green impact for forestfire in 7563 ha,GWIS,AUS,WF,WF 1018305,23 in the burned area,Australia,26 Oct 2023  - 02 Nov 2023 ,7,7563 ha
"[151.997403627095, -29.167857191174335]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 02 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-02T00:00:00,9347.0,Green impact for forestfire in 9347 ha,GWIS,AUS,WF,WF 1018306,40 in the burned area,Australia,26 Oct 2023  - 02 Nov 2023 ,7,9347 ha
"[151.90124462038662, -28.910922217509878]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-01T00:00:00,10413.0,Green impact for forestfire in 10413 ha,GWIS,AUS,WF,WF 1018307,367 in the burned area,Australia,26 Oct 2023  - 01 Nov 2023 ,6,10413 ha
"[129.6867726119088, -19.653004452580365]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-28T00:00:00,2023-11-01T00:00:00,6431.0,Green impact for forestfire in 6431 ha,GWIS,AUS,WF,WF 1018301,0 in the burned area,Australia,28 Oct 2023  - 01 Nov 2023 ,4,6431 ha
"[130.063227693383, -20.595969044669285]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-24T00:00:00,2023-11-01T00:00:00,7765.0,Green impact for forestfire in 7765 ha,GWIS,AUS,WF,WF 1018310,0 in the burned area,Australia,24 Oct 2023  - 01 Nov 2023 ,8,7765 ha
"[132.70496129323547, -18.868066552366482]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-01T00:00:00,5366.0,Green impact for forestfire in 5366 ha,GWIS,AUS,WF,WF 1018291,0 in the burned area,Australia,25 Oct 2023  - 01 Nov 2023 ,7,5366 ha
"[131.32344442002264, -22.932559211123458]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-01T00:00:00,8829.0,Green impact for forestfire in 8829 ha,GWIS,AUS,WF,WF 1018255,0 in the burned area,Australia,26 Oct 2023  - 01 Nov 2023 ,6,8829 ha
"[131.5557862550052, -22.861430380078495]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-01T00:00:00,13268.0,Green impact for forestfire in 13268 ha,GWIS,AUS,WF,WF 1018272,0 in the burned area,Australia,26 Oct 2023  - 01 Nov 2023 ,6,13268 ha
"[130.68847478726565, -23.006175089647744]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-01T00:00:00,57116.0,Green impact for forestfire in 57116 ha,GWIS,AUS,WF,WF 1018274,0 in the burned area,Australia,26 Oct 2023  - 01 Nov 2023 ,6,57116 ha
"[126.94749165027885, -18.283716769519852]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-01T00:00:00,24044.0,Green impact for forestfire in 24044 ha,GWIS,AUS,WF,WF 1018276,0 in the burned area,Australia,25 Oct 2023  - 01 Nov 2023 ,7,24044 ha
"[144.3661434034039, -20.502811462575846]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-30T00:00:00,2023-11-01T00:00:00,8206.0,Green impact for forestfire in 8206 ha,GWIS,AUS,WF,WF 1018280,0 in the burned area,Australia,30 Oct 2023  - 01 Nov 2023 ,2,8206 ha
"[131.9646181985577, -19.799797199221178]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-01T00:00:00,22951.0,Green impact for forestfire in 22951 ha,GWIS,AUS,WF,WF 1018234,0 in the burned area,Australia,25 Oct 2023  - 01 Nov 2023 ,7,22951 ha
"[149.68629179764582, -23.820311535730422]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-27T00:00:00,2023-11-01T00:00:00,12857.0,Green impact for forestfire in 12857 ha,GWIS,AUS,WF,WF 1018202,4 in the burned area,Australia,27 Oct 2023  - 01 Nov 2023 ,5,12857 ha
"[151.6697209123228, -24.456768402210198]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-11-01T00:00:00,15153.0,Green impact for forestfire in 15153 ha,GWIS,AUS,WF,WF 1018221,76 in the burned area,Australia,26 Oct 2023  - 01 Nov 2023 ,6,15153 ha
"[130.89224408143951, -19.90374093618202]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-11-01T00:00:00,23795.0,Green impact for forestfire in 23795 ha,GWIS,AUS,WF,WF 1018183,0 in the burned area,Australia,25 Oct 2023  - 01 Nov 2023 ,7,23795 ha
"[132.04359518986263, -22.742164731740587]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-23T00:00:00,2023-11-01T00:00:00,24104.0,Green impact for forestfire in 24104 ha,GWIS,AUS,WF,WF 1018127,0 in the burned area,Australia,23 Oct 2023  - 01 Nov 2023 ,9,24104 ha
"[133.60264132670198, -20.06876964239092]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 20 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-20T00:00:00,2023-11-01T00:00:00,20489.0,Green impact for forestfire in 20489 ha,GWIS,AUS,WF,WF 1018138,0 in the burned area,Australia,20 Oct 2023  - 01 Nov 2023 ,12,20489 ha
"[150.49254513933414, -27.09182996932992]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Oct 2023 to: 01 Nov 2023.,Green,1,Green,0.5,Australia,2023-10-23T00:00:00,2023-11-01T00:00:00,26965.0,Green impact for forestfire in 26965 ha,GWIS,AUS,WF,WF 1018098,548 in the burned area,Australia,23 Oct 2023  - 01 Nov 2023 ,9,26965 ha
"[130.1649212365577, -20.596573751785705]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-30T00:00:00,2023-10-31T00:00:00,6299.0,Green impact for forestfire in 6299 ha,GWIS,AUS,WF,WF 1018279,0 in the burned area,Australia,30 Oct 2023  - 31 Oct 2023 ,1,6299 ha
"[129.66885392713772, -19.4480349101767]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-10-31T00:00:00,6675.0,Green impact for forestfire in 6675 ha,GWIS,AUS,WF,WF 1018278,0 in the burned area,Australia,25 Oct 2023  - 31 Oct 2023 ,6,6675 ha
"[128.92733891082682, -17.585393976169335]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-10-31T00:00:00,10978.0,Green impact for forestfire in 10978 ha,GWIS,AUS,WF,WF 1018275,0 in the burned area,Australia,25 Oct 2023  - 31 Oct 2023 ,6,10978 ha
"[133.70708819680618, -22.23427515559562]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-10-31T00:00:00,28469.0,Green impact for forestfire in 28469 ha,GWIS,AUS,WF,WF 1018256,0 in the burned area,Australia,26 Oct 2023  - 31 Oct 2023 ,5,28469 ha
"[128.36989869592952, -17.423724376276276]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-10-31T00:00:00,12084.0,Green impact for forestfire in 12084 ha,GWIS,AUS,WF,WF 1018259,0 in the burned area,Australia,25 Oct 2023  - 31 Oct 2023 ,6,12084 ha
"[131.5773592089694, -19.42490507131124]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-10-31T00:00:00,5636.0,Green impact for forestfire in 5636 ha,GWIS,AUS,WF,WF 1018261,0 in the burned area,Australia,25 Oct 2023  - 31 Oct 2023 ,6,5636 ha
"[129.8084495013337, -18.307039652410875]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-25T00:00:00,2023-10-31T00:00:00,11882.0,Green impact for forestfire in 11882 ha,GWIS,AUS,WF,WF 1018262,0 in the burned area,Australia,25 Oct 2023  - 31 Oct 2023 ,6,11882 ha
"[121.99902470617224, -19.36460907236027]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-10-31T00:00:00,7414.0,Green impact for forestfire in 7414 ha,GWIS,AUS,WF,WF 1018251,0 in the burned area,Australia,26 Oct 2023  - 31 Oct 2023 ,5,7414 ha
"[131.55887870876813, -19.71312479061662]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-26T00:00:00,2023-10-31T00:00:00,24529.0,Green impact for forestfire in 24529 ha,GWIS,AUS,WF,WF 1018254,0 in the burned area,Australia,26 Oct 2023  - 31 Oct 2023 ,5,24529 ha
"[131.2612191522331, -20.943929984149253]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Oct 2023 to: 31 Oct 2023.,Green,1,Green,0.5,Australia,2023-10-24T00:00:00,2023-10-31T00:00:00,7380.0,Green impact for forestfire in 7380 ha,GWIS,AUS,WF,WF 1018265,0 in the burned area,Australia,24 Oct 2023  - 31 Oct 2023 ,7,7380 ha
"[151.67108685349737, -25.267981019558427]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Nov 2023 to: 14 Dec 2023.,Green,1,Green,0.5,Australia,2023-11-29T00:00:00,2023-12-14T00:00:00,18565.0,Green impact for forestfire in 18565 ha,GWIS,AUS,WF,WF 1018693,6 in the burned area,Australia,29 Nov 2023  - 14 Dec 2023 ,15,18565 ha
"[146.94056793044467, -25.33266097676545]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Nov 2023 to: 11 Dec 2023.,Green,1,Green,0.5,Australia,2023-11-29T00:00:00,2023-12-11T00:00:00,5755.0,Green impact for forestfire in 5755 ha,GWIS,AUS,WF,WF 1018713,0 in the burned area,Australia,29 Nov 2023  - 11 Dec 2023 ,12,5755 ha
"[144.94771289494415, -15.580748721028431]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Nov 2023 to: 10 Dec 2023.,Green,1,Green,0.5,Australia,2023-11-25T00:00:00,2023-12-10T00:00:00,25120.0,Green impact for forestfire in 25120 ha,GWIS,AUS,WF,WF 1018674,0 in the burned area,Australia,25 Nov 2023  - 10 Dec 2023 ,15,25120 ha
